#portID	slaveID	chipID	channelID	vth_t1	vth_t2	vth_e
0	0	7	46	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	47	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	48	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	49	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	50	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	51	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	52	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	53	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	54	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	55	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	56	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	57	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	58	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	59	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	60	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	61	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	62	-3.04159e-314	-1.77864e-321	2.09298e-313
0	0	7	63	-3.04159e-314	-1.77864e-321	2.09298e-313
